"province","location","count"
"湖南省","金星路","1"
"山东省","鞍山五路","1"
"辽宁省","细河公安分局","1"
"浙江省","九峰山","1"
"河南省","天骄幼儿园","1"
"广东省","北郊市场(天沙四路)","1"
"贵州省","都司路","1"
"四川省","广安万和(工厂旗舰店)","1"
"四川省","兴贤路","1"
"广东省","老虎涧(不对外开放)","1"
"浙江省","塔峙圃票证博物馆","1"
"山东省","济宁市任城区人民医院","1"
"河南省","太行大峡谷风景区","1"
"山西省","摄乐桥","1"
"山西省","安昌村民委员会","1"
"河南省","黄河公园","1"
"山西省","小井峪街道三益社区","1"
"湖北省","粮道街","1"
"四川省","天桥村民宿聚居点","1"
"山东省","唐冶中路与文苑街交叉口","1"
"湖南省","益丰大药房(湘潭岚园路)","1"
"甘肃省","西街","1"
"浙江省","宝山路","1"
"山东省","历城区政府(公交站)","1"
"湖南省","曙光路","1"
"河南省","幸福社区居委会(中原路)","1"
"湖北省","武汉大道","1"
"山东省","崂山区世纪广场","1"
"河南省","马市街小学","1"
"陕西省","河堤路","1"
"山东省","原山大道","1"
"江西省","老崔葡萄采摘园","1"
"贵州省","寨桂村退役军人服务站","1"
"安徽省","夹沟镇人民政府","1"
"湖南省","雷打石镇人民政府","1"
"陕西省","阳光城·紫金城","1"
"山东省","李哥庄镇政府","1"
"浙江省","史家巷","1"
"河北省","星程石家庄中山东路乐汇城店","1"
"山西省","振兴街","1"
"安徽省","刘营(公交站)","1"
"广西壮族自治区","鹿寨公园(公交站)","1"
"山西省","南村加油站","1"
"湖北省","马良街社区服务中心","1"
"山东省","五峰路","1"
"湖北省","肖家巷","1"
"浙江省","大寒尖山庄","1"
"河北省","胡草科村公益电影放映点","1"
"山东省","大港","1"
"广东省","廉江市城南汽车客运站","1"
"湖南省","金华村委会","1"
"浙江省","万家福门业","1"
"河南省","康复前街与铁英街交叉口","1"
"山东省","济南站(公交站)","1"
"山东省","榉林山早市","1"
"山东省","清水湾花园","1"
"江苏省","格林豪泰(太仓浏河镇店)","1"
"湖北省","石化","1"
"山东省","美里湖湿地公园","1"
"山东省","易足道足疗推拿店","1"
"云南省","陆良电力生活小区","1"
"浙江省","龙岗收费站(G56杭瑞高速出口)","1"
"山东省","奥体中路与工业南路交叉口","1"
"辽宁省","鸭绿江","1"
"山东省","G1813威青高速","1"
"湖南省","长安汽车售后服务咨询点","1"
"河南省","开源大道与骏马路交叉口","1"
"甘肃省","河滨北路","1"
"山东省","兴华路永平路(公交站)","1"
"黑龙江省","哈尔滨站","1"
"山西省","滨河巷与滨河西路交叉口","1"
"河南省","陈留店村民委员会","1"
"湖北省","毛家棚村村委会","1"
"安徽省","百大周谷堆大兴农产品批发市场","1"
"河南省","文化路口(公交站)","1"
"山东省","宁夏路","1"
"云南省","景秀家园(陆小线)","1"
"陕西省","西安祥峪森林公园","1"
"山西省","红寺北街","1"
"河北省","花园里梅兰菊社区菊园","1"
"福建省","金龙街道办事处","1"
"河南省","银河路","1"
"浙江省","路桥区人民政府峰江街道办事处","1"
"湖北省","新保利香颂营销中心","1"
"山东省","济齐路","1"
"安徽省","和平路","1"
"广东省","万科新里程明·别墅","1"
"江苏省","中国石化周楼加油站","1"
"辽宁省","万家汽车维修店","1"
"广西壮族自治区","元宝山","1"
"河南省","任庄旅游风景区","1"
"广东省","风田水库","1"
"河南省","关庙桥","1"
"四川省","卧龙山公园","1"
"浙江省","画溪花园","1"
"安徽省","喇叭口(公交站)","1"
"贵州省","和谐医院","1"
"四川省","蓬安县相如广场","1"
"福建省","罗源世纪金源购物中心","1"
"江苏省","张家港市西张建筑工程有限公司驻苏州办事处","1"
"浙江省","虎山公园","1"
"江苏省","马占山","1"
"湖北省","谢洼(公交站)","1"
"广东省","承平村村委会","1"
"四川省","绿园路与花园路交叉口","1"
"江苏省","中国石化三山加油站","1"
"广西壮族自治区","中山路","1"
"安徽省","殷庄渡口","1"
"宁夏回族自治区","南门广场","1"
"云南省","马街镇人民政府(陆水线)","1"
"云南省","巍宝山乡合作村退役军人服务站","1"
"福建省","中国石化城北加油站","1"
"云南省","金碧公园","1"
"河北省","府前大街与邮政路交叉口","1"
"江苏省","中和路","1"
"河南省","付庄村村委会","1"
"广东省","金园路","1"
"湖北省","长安汽车长安欧尚","1"
"江苏省","鼎泰家园","1"
"江苏省","周恩来同志故居","1"
"浙江省","凤山公园","1"
"安徽省","好未来教育","1"
"海南省","文城镇人民政府","1"
"江西省","新厂西路","1"
"陕西省","铜川市耀州区人民法院","1"
"湖北省","牌坊湾(公交站)","1"
"江苏省","白驹镇人民政府","1"
"安徽省","狮子山","1"
"浙江省","杭州光明顶民宿","1"
"湖北省","新沟镇小学","1"
"山东省","济南市历下区房屋管理服务中心公用公房服务部","1"
"安徽省","天井村村民委员会","1"
"浙江省","曹家簖村委会","1"
"河南省","华山路","1"
"四川省","红旗医院","1"
"福建省","先锋花园","1"
"广东省","承修四路","1"
"云南省","青树村委会","1"
"浙江省","青林湾大桥","1"
"甘肃省","人民医院","1"
"河南省","钱塘路","1"
"陕西省","西安大悦城","1"
"广西壮族自治区","北雀路","1"
"甘肃省","河东镇政府","1"
"湖北省","环城路","1"
"江苏省","近湖镇财政管理所","1"
"新疆维吾尔自治区","长宁路","1"
"湖北省","百步亭花园","1"
"山东省","东关大街","1"
"山东省","英科医疗","1"
"河北省","南湖酒店","1"
"山东省","李村","1"
"河南省","禹王台公园","1"
"河北省","朝阳大街","1"
"四川省","仁和广场","1"
"河南省","健康路与建设大道交叉口","1"
